Customer_ID,Customer_Name,Segment,City,State,Country,Postal_Code,Region
RB-19330,Randy Bradley,Consumer,Dijon,Burgundy,France,,Central
JA-15970,Joseph Airdo,Consumer,Philadelphia,Pennsylvania,United States,19134,East
AB-60,Adam Bellavance,Home Office,Cape Town,Western Cape,South Africa,,Africa
JR-5670,Jim Radford,Consumer,Cairo,Al Qahirah,Egypt,,Africa
MD-17350,Maribeth Dona,Consumer,Medellín,Antioquia,Colombia,,South
PK-19075,Pete Kriz,Consumer,New York City,New York,United States,10035,East
TP-21130,Theone Pippenger,Consumer,Detroit,Michigan,United States,48227,Central
JK-15640,Jim Kriz,Home Office,Seattle,Washington,United States,98105,West
CD-11920,Carlos Daly,Consumer,New York City,New York,United States,10035,East
JL-5835,John Lee,Consumer,Baku,Baki,Azerbaijan,,EMEA
EP-13915,Emily Phan,Consumer,Jakarta,Jakarta,Indonesia,,Southeast Asia
MS-17770,Maxwell Schwartz,Consumer,Burnley,England,United Kingdom,,North
CM-12655,Corinna Mitchell,Home Office,Laval,Pays de la Loire,France,,Central
JC-6105,Julie Creighton,Corporate,Vilnius,Vilnius,Lithuania,,EMEA
GB-14530,George Bell,Corporate,Brisbane,Queensland,Australia,,Oceania
JH-16180,Justin Hirsh,Consumer,Buenos Aires,Buenos Aires,Argentina,,South
MT-8070,Michelle Tran,Home Office,Girga,Suhaj,Egypt,,Africa
CV-2805,Cynthia Voltz,Corporate,Maseru,Maseru,Lesotho,,Africa
NH-18610,Nicole Hansen,Corporate,Wellington,Wellington,New Zealand,,Oceania
HJ-14875,Heather Jas,Home Office,Luoyang,Henan,China,,North Asia
JL-15175,James Lanier,Home Office,Feira de Santana,Bahia,Brazil,,South
MY-18295,Muhammed Yedwab,Corporate,Matagalpa,Matagalpa,Nicaragua,,Central
MW-18235,Mitch Willingham,Corporate,Virginia Beach,Virginia,United States,23464,South
KC-16540,Kelly Collister,Consumer,Managua,Managua,Nicaragua,,Central
HA-14920,Helen Andreada,Consumer,Wuhai,Inner Mongolia,China,,North Asia
MT-17815,Meg Tillman,Consumer,Nantes,Pays de la Loire,France,,Central
FW-14395,Fred Wasserman,Corporate,Strasbourg,Alsace,France,,Central
BH-11710,Brosina Hoffman,Consumer,Berlin,Berlin,Germany,,Central
DK-12895,Dana Kaydos,Consumer,Surabaya,Jawa Timur,Indonesia,,Southeast Asia
SC-20845,Sung Chung,Consumer,Vienna,Vienna,Austria,,Central
CY-12745,Craig Yedwab,Corporate,Mexico City,Distrito Federal,Mexico,,North
HL-15040,Hunter Lopez,Consumer,Hobart,Tasmania,Australia,,Oceania
CT-11995,Carol Triggs,Consumer,Hirakata,Osaka,Japan,,North Asia
GR-4560,Georgia Rosenberg,Corporate,Maseru,Maseru,Lesotho,,Africa
TT-21070,Ted Trevino,Consumer,Agra,Uttar Pradesh,India,,Central Asia
PO-19195,Phillina Ober,Home Office,Granollers,Catalonia,Spain,,South
ED-13885,Emily Ducich,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,,Southeast Asia
TM-21490,Tony Molinari,Consumer,Camagüey,Camagüey,Cuba,,Caribbean
AW-10840,Anthony Witt,Consumer,Amsterdam,North Holland,Netherlands,,Central
AT-10735,Annie Thurman,Consumer,Morristown,New Jersey,United States,7960,East
SG-10605,Speros Goranitis,Consumer,Piatra-Neamt,Neamt,Romania,,EMEA
BM-11785,Bryan Mills,Consumer,Milpa Alta,Distrito Federal,Mexico,,North
DK-13375,Dennis Kane,Consumer,León,Guanajuato,Mexico,,North
PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,United States,90032,West
TG-21310,Toby Gnade,Consumer,Los Angeles,California,United States,90049,West
SF-10200,Sarah Foster,Consumer,Izmir,Izmir,Turkey,,EMEA
JW-5220,Jane Waco,Corporate,Dakar,Dakar,Senegal,,Africa
CC-12100,Chad Cunningham,Home Office,Coyoacán,Distrito Federal,Mexico,,North
RD-19930,Russell D'Ascenzo,Consumer,Manukau City,Auckland,New Zealand,,Oceania
BP-1230,Benjamin Patterson,Consumer,Yaounde,Centre,Cameroon,,Africa
CS-12175,Charles Sheldon,Corporate,Bangkok,Bangkok,Thailand,,Southeast Asia
JD-16060,Julia Dunbar,Consumer,Santander,Cantabria,Spain,,South
GH-14665,Greg Hansen,Consumer,Cangzhou,Hebei,China,,North Asia
CM-11935,Carlos Meador,Consumer,Shanghai,Shanghai,China,,North Asia
RB-9465,Rick Bensley,Home Office,Rybinsk,Yaroslavl',Russia,,EMEA
RB-19795,Ross Baird,Home Office,Ibiúna,São Paulo,Brazil,,South
DL-13495,Dionis Lloyd,Corporate,Philadelphia,Pennsylvania,United States,19120,East
TS-21205,Thomas Seio,Corporate,Canberra,Australian Capital Territory,Australia,,Oceania
MV-8190,Mike Vittorini,Consumer,Port Elizabeth,Eastern Cape,South Africa,,Africa
BD-11560,Brendan Dodson,Home Office,Cambridge,England,United Kingdom,,North
PS-18760,Pamela Stobb,Consumer,Bandung,Jawa Barat,Indonesia,,Southeast Asia
FM-14215,Filia McAdams,Corporate,Mixco,Guatemala,Guatemala,,Central
CA-12775,Cynthia Arntzen,Consumer,Kota,Chhattisgarh,India,,Central Asia
CD-12790,Cynthia Delaney,Home Office,Munster,Lower Saxony,Germany,,Central
NL-18310,Nancy Lomonaco,Home Office,Christchurch,Canterbury,New Zealand,,Oceania
TB-21055,Ted Butterfield,Consumer,Vincennes,Ile-de-France,France,,Central
EH-4125,Eugene Hildebrand,Home Office,Gyula,Bekes,Hungary,,EMEA
KB-16600,Ken Brennan,Corporate,Lucknow,Uttar Pradesh,India,,Central Asia
KW-16435,Katrina Willman,Consumer,Florence,Kentucky,United States,41042,South
MG-17695,Maureen Gnade,Consumer,Turin,Piedmont,Italy,,South
HM-14860,Harry Marie,Corporate,Springfield,Missouri,United States,65807,Central
BP-11290,Beth Paige,Consumer,Singapore,Singapore,Singapore,,Southeast Asia
HZ-4950,Henia Zydlo,Consumer,Benguela,Benguela,Angola,,Africa
TC-20980,Tamara Chand,Corporate,Lafayette,Indiana,United States,47905,Central
EM-13825,Elizabeth Moffitt,Corporate,Himeji,Hyogo,Japan,,North Asia
BS-11800,Bryan Spruell,Home Office,Kendari,Sulawesi Tenggara,Indonesia,,Southeast Asia
DV-13465,Dianna Vittorini,Consumer,Mejicanos,San Salvador,El Salvador,,Central
MB-17305,Maria Bertelson,Consumer,Sydney,New South Wales,Australia,,Oceania
PC-19000,Pauline Chand,Home Office,Barcelona,Catalonia,Spain,,South
CA-12310,Christine Abelman,Corporate,Menton,Provence-Alpes-Côte d'Azur,France,,Central
KC-16255,Karen Carlisle,Corporate,Huntsville,Alabama,United States,35810,South
DB-3660,Duane Benoit,Consumer,Buzau,Buzau,Romania,,EMEA
SC-20260,Scott Cohen,Corporate,San Francisco,California,United States,94122,West
BD-11500,Bradley Drucker,Consumer,Columbus,Georgia,United States,31907,South
BM-11140,Becky Martin,Consumer,San Antonio,Texas,United States,78207,Central
KB-16315,Karl Braun,Consumer,Kuala Lumpur,Kuala Lumpur,Malaysia,,Southeast Asia
JM-15865,John Murray,Consumer,Jamestown,New York,United States,14701,East
AF-10885,Art Foster,Consumer,Bayeux,Lower Normandy,France,,Central
SJ-20500,Shirley Jackson,Consumer,Lens,Nord-Pas-de-Calais,France,,Central
WB-21850,William Brown,Consumer,Los Angeles,California,United States,90049,West
CC-12610,Corey Catlett,Corporate,Iserlohn,North Rhine-Westphalia,Germany,,Central
BE-11455,Brad Eason,Home Office,Sydney,New South Wales,Australia,,Oceania
TG-21640,Trudy Glocke,Consumer,Ghent,East Flanders,Belgium,,Central
MS-17365,Maribeth Schnelling,Consumer,Los Angeles,California,United States,90045,West
NP-18685,Nora Pelletier,Home Office,Indianapolis,Indiana,United States,46203,Central
RM-19675,Robert Marley,Home Office,Los Angeles,California,United States,90049,West
SN-20560,Skye Norling,Home Office,Lahore,Punjab,Pakistan,,Central Asia
CD-12280,Christina DeMoss,Consumer,Sydney,New South Wales,Australia,,Oceania
BG-11035,Barry Gonzalez,Consumer,Espoo,Uusimaa,Finland,,North
CC-12550,Clay Cheatham,Consumer,Whyalla,South Australia,Australia,,Oceania
SV-20785,Stewart Visinsky,Consumer,Medan,Sumatera Utara,Indonesia,,Southeast Asia
HW-14935,Helen Wasserman,Corporate,Ivry-sur-Seine,Ile-de-France,France,,Central
AS-10285,Alejandro Savely,Corporate,Kanpur,Uttar Pradesh,India,,Central Asia
LD-16855,Lela Donovan,Corporate,Saint-Laurent-du-Var,Provence-Alpes-Côte d'Azur,France,,Central
NS-18505,Neola Schneider,Consumer,Cartagena,Bolívar,Colombia,,South
CM-12715,Craig Molinari,Corporate,Cancún,Quintana Roo,Mexico,,North
JD-6060,Julia Dunbar,Consumer,Kumasi,Ashanti,Ghana,,Africa
MG-17680,Maureen Gastineau,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,,Southeast Asia
DB-13210,Dean Braden,Consumer,London,England,United Kingdom,,North
CS-11860,Cari Schnelling,Consumer,Vienna,Vienna,Austria,,Central
GG-14650,Greg Guthrie,Corporate,Angers,Pays de la Loire,France,,Central
BN-11470,Brad Norvell,Corporate,Bangkok,Bangkok,Thailand,,Southeast Asia
BS-1665,Brian Stugart,Consumer,Khorramabad,Lorestan,Iran,,EMEA
AC-10450,Amy Cox,Consumer,Chennai,Tamil Nadu,India,,Central Asia
CK-12205,Chloris Kastensmidt,Consumer,Barletta,Apulia,Italy,,South
JD-16150,Justin Deggeller,Corporate,Tamworth,England,United Kingdom,,North
CC-2550,Clay Cheatham,Consumer,Kharkiv,Kharkiv,Ukraine,,EMEA
MS-17830,Melanie Seite,Consumer,London,England,United Kingdom,,North
SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,United States,19134,East
CL-12700,Craig Leslie,Home Office,Kulti,West Bengal,India,,Central Asia
CM-12160,Charles McCrossin,Consumer,Managua,Managua,Nicaragua,,Central
JC-15775,John Castell,Consumer,Bundaberg,Queensland,Australia,,Oceania
LH-16900,Lena Hernandez,Consumer,Valparaíso de Goiás,Goiás,Brazil,,South
DV-13045,Darrin Van Huff,Corporate,Manado,Sulawesi Utara,Indonesia,,Southeast Asia
BT-11530,Bradley Talbott,Home Office,Muzaffarpur,Bihar,India,,Central Asia
BM-1650,Brian Moss,Corporate,Kermanshah,Kermanshah,Iran,,EMEA
MG-18205,Mitch Gastineau,Corporate,Thane,Maharashtra,India,,Central Asia
RB-19705,Roger Barcio,Home Office,New York City,New York,United States,10035,East
FC-14245,Frank Carlisle,Home Office,Piedecuesta,Santander,Colombia,,South
TT-21220,Thomas Thornton,Consumer,Mixco,Guatemala,Guatemala,,Central
SJ-20215,Sarah Jordon,Consumer,Mexico City,Distrito Federal,Mexico,,North
PB-18805,Patrick Bzostek,Home Office,Managua,Managua,Nicaragua,,Central
RW-19690,Robert Waldorf,Consumer,Xiamen,Fujian,China,,North Asia
DB-3360,Dennis Bolton,Home Office,Kitwe,Copperbelt,Zambia,,Africa
DK-13150,David Kendrick,Corporate,Berlin,Berlin,Germany,,Central
RW-9540,Rick Wilson,Corporate,Cape Town,Western Cape,South Africa,,Africa
MP-17470,Mark Packer,Home Office,New York City,New York,United States,10035,East
TB-21625,Trudy Brown,Consumer,New York City,New York,United States,10009,East
MO-17800,Meg O'Connel,Home Office,Hamamatsu,Shizuoka,Japan,,North Asia
MR-17545,Mathew Reese,Home Office,Jodhpur,Rajasthan,India,,Central Asia
LC-17050,Liz Carlisle,Consumer,Auckland,Auckland,New Zealand,,Oceania
RA-19885,Ruben Ausman,Corporate,Beijing,Beijing,China,,North Asia
